train_loss,epoch,step,val_loss,val_acc,train_acc,test_acc
2.209662675857544,0,49,,,,
1.928884744644165,0,99,,,,
1.406561255455017,0,149,,,,
0.9628645777702332,0,199,,,,
0.7556211948394775,0,249,,,,
0.6236284375190735,0,299,,,,
0.6285936236381531,0,349,,,,
0.5530833005905151,0,399,,,,
0.48072293400764465,0,449,,,,
0.392808735370636,0,499,,,,
0.494964063167572,0,549,,,,
0.4417180120944977,0,599,,,,
0.4181671142578125,0,649,,,,
0.5854964852333069,0,699,,,,
0.3441275358200073,0,749,,,,
0.25761327147483826,0,799,,,,
0.40243321657180786,0,849,,,,
,0,858,0.3596763014793396,0.8956000208854675,,
,0,858,,,0.7706272006034851,
0.3537557125091553,1,899,,,,
0.2076909840106964,1,949,,,,
0.2527933418750763,1,999,,,,
0.3999635875225067,1,1049,,,,
0.20414413511753082,1,1099,,,,
0.3199271857738495,1,1149,,,,
0.25608888268470764,1,1199,,,,
0.3228042423725128,1,1249,,,,
0.19855371117591858,1,1299,,,,
0.22148120403289795,1,1349,,,,
0.2804963290691376,1,1399,,,,
0.16764827072620392,1,1449,,,,
0.1634347289800644,1,1499,,,,
0.2511551082134247,1,1549,,,,
0.21215452253818512,1,1599,,,,
0.2141183763742447,1,1649,,,,
0.24615086615085602,1,1699,,,,
,1,1717,0.26324740052223206,0.9261999726295471,,
,1,1717,,,0.9128165245056152,
0.2773277461528778,2,1749,,,,
0.2749634087085724,2,1799,,,,
0.40824180841445923,2,1849,,,,
0.45898890495300293,2,1899,,,,
0.10224433988332748,2,1949,,,,
0.20728909969329834,2,1999,,,,
0.2632429301738739,2,2049,,,,
0.12577489018440247,2,2099,,,,
0.2930285930633545,2,2149,,,,
0.34973788261413574,2,2199,,,,
0.19473634660243988,2,2249,,,,
0.11574535071849823,2,2299,,,,
0.32353872060775757,2,2349,,,,
0.22825735807418823,2,2399,,,,
0.1465979367494583,2,2449,,,,
0.21185964345932007,2,2499,,,,
0.22317735850811005,2,2549,,,,
,2,2576,0.2182403802871704,0.9333999752998352,,
,2,2576,,,0.9334800839424133,
0.11358264833688736,3,2599,,,,
0.34006333351135254,3,2649,,,,
0.19185245037078857,3,2699,,,,
0.08427847921848297,3,2749,,,,
0.07611465454101562,3,2799,,,,
0.23101003468036652,3,2849,,,,
0.13936163485050201,3,2899,,,,
0.2696835696697235,3,2949,,,,
0.2267298847436905,3,2999,,,,
0.1409393846988678,3,3049,,,,
0.16128209233283997,3,3099,,,,
0.12138768285512924,3,3149,,,,
0.1379375159740448,3,3199,,,,
0.14026686549186707,3,3249,,,,
0.25456082820892334,3,3299,,,,
0.1734914630651474,3,3349,,,,
0.08886831998825073,3,3399,,,,
,3,3435,0.1759917140007019,0.949999988079071,,
,3,3435,,,0.946849524974823,
0.10783863812685013,4,3449,,,,
0.0908670499920845,4,3499,,,,
0.2047095149755478,4,3549,,,,
0.16432495415210724,4,3599,,,,
0.09870895743370056,4,3649,,,,
0.14615210890769958,4,3699,,,,
0.06686247885227203,4,3749,,,,
0.18419376015663147,4,3799,,,,
0.1274140328168869,4,3849,,,,
0.05986865609884262,4,3899,,,,
0.10157046467065811,4,3949,,,,
0.09623875468969345,4,3999,,,,
0.057858068495988846,4,4049,,,,
0.1229192316532135,4,4099,,,,
0.1111961156129837,4,4149,,,,
0.11171972751617432,4,4199,,,,
0.1998482644557953,4,4249,,,,
,4,4294,0.15485647320747375,0.9534000158309937,,
,4,4294,,,0.9547438621520996,
0.07959292829036713,5,4299,,,,
0.030913956463336945,5,4349,,,,
0.05485785752534866,5,4399,,,,
0.1336096078157425,5,4449,,,,
0.18463018536567688,5,4499,,,,
0.15602701902389526,5,4549,,,,
0.14952921867370605,5,4599,,,,
0.2601419687271118,5,4649,,,,
0.15136264264583588,5,4699,,,,
0.11852211505174637,5,4749,,,,
0.06228524073958397,5,4799,,,,
0.17167289555072784,5,4849,,,,
0.049167435616254807,5,4899,,,,
0.2517048716545105,5,4949,,,,
0.2828144133090973,5,4999,,,,
0.052169494330883026,5,5049,,,,
0.11177261173725128,5,5099,,,,
0.150694340467453,5,5149,,,,
,5,5153,0.1379690170288086,0.9588000178337097,,
,5,5153,,,0.9606191515922546,
0.1041659414768219,6,5199,,,,
0.17110584676265717,6,5249,,,,
0.07584822922945023,6,5299,,,,
0.03799060732126236,6,5349,,,,
0.05243726447224617,6,5399,,,,
0.18395648896694183,6,5449,,,,
0.10115014016628265,6,5499,,,,
0.22937871515750885,6,5549,,,,
0.08650145679712296,6,5599,,,,
0.06626275181770325,6,5649,,,,
0.24820661544799805,6,5699,,,,
0.23130586743354797,6,5749,,,,
0.11284372210502625,6,5799,,,,
0.021835271269083023,6,5849,,,,
0.08112520724534988,6,5899,,,,
0.33698588609695435,6,5949,,,,
0.08311433345079422,6,5999,,,,
,6,6012,0.13218651711940765,0.9610000252723694,,
,6,6012,,,0.9651666283607483,
0.0914185643196106,7,6049,,,,
0.10527262836694717,7,6099,,,,
0.09001853317022324,7,6149,,,,
0.0816364586353302,7,6199,,,,
0.2351592630147934,7,6249,,,,
0.12774154543876648,7,6299,,,,
0.11043614894151688,7,6349,,,,
0.0709557756781578,7,6399,,,,
0.11044102162122726,7,6449,,,,
0.060650136321783066,7,6499,,,,
0.13343802094459534,7,6549,,,,
0.06172509118914604,7,6599,,,,
0.1620171219110489,7,6649,,,,
0.18202292919158936,7,6699,,,,
0.06514936685562134,7,6749,,,,
0.06169946864247322,7,6799,,,,
0.055095259100198746,7,6849,,,,
,7,6871,0.12214331328868866,0.9639999866485596,,
,7,6871,,,0.9686954021453857,
0.09830620139837265,8,6899,,,,
0.03652598336338997,8,6949,,,,
0.1341114193201065,8,6999,,,,
0.1139615848660469,8,7049,,,,
0.10401558130979538,8,7099,,,,
0.07742786407470703,8,7149,,,,
0.09236948192119598,8,7199,,,,
0.12430126965045929,8,7249,,,,
0.05756001174449921,8,7299,,,,
0.11729958653450012,8,7349,,,,
0.04885509982705116,8,7399,,,,
0.07488888502120972,8,7449,,,,
0.05150759220123291,8,7499,,,,
0.16290678083896637,8,7549,,,,
0.09484336525201797,8,7599,,,,
0.07487554103136063,8,7649,,,,
0.08535587787628174,8,7699,,,,
,8,7730,0.12128375470638275,0.9631999731063843,,
,8,7730,,,0.972024142742157,
0.20766620337963104,9,7749,,,,
0.1136949360370636,9,7799,,,,
0.11482170969247818,9,7849,,,,
0.07690434902906418,9,7899,,,,
0.09680625796318054,9,7949,,,,
0.19248291850090027,9,7999,,,,
0.06119392439723015,9,8049,,,,
0.10837984085083008,9,8099,,,,
0.05055594816803932,9,8149,,,,
0.32012078166007996,9,8199,,,,
0.10449260473251343,9,8249,,,,
0.10880739986896515,9,8299,,,,
0.08717735856771469,9,8349,,,,
0.10689955204725266,9,8399,,,,
0.14383257925510406,9,8449,,,,
0.07896445691585541,9,8499,,,,
0.08959648758172989,9,8549,,,,
,9,8589,0.11398021131753922,0.9674000144004822,,
,9,8589,,,0.9736976027488708,
,10,8590,0.07813331484794617,0.9771900177001953,,
,10,8590,0.09263420104980469,0.9733999967575073,,
,10,8590,,,,0.9695000052452087
