train_loss,epoch,step,val_loss,val_acc,train_acc,test_acc
1.6168811321258545,0,49,,,,
1.1504769325256348,0,99,,,,
0.93770432472229,0,149,,,,
0.6936953067779541,0,199,,,,
0.6724897027015686,0,249,,,,
0.765110433101654,0,299,,,,
0.44054535031318665,0,349,,,,
0.49576202034950256,0,399,,,,
0.42405393719673157,0,449,,,,
0.7597005367279053,0,499,,,,
0.6782747507095337,0,549,,,,
0.42427271604537964,0,599,,,,
0.34600409865379333,0,649,,,,
0.5345184803009033,0,699,,,,
0.45826417207717896,0,749,,,,
,0,781,0.5018063187599182,0.8155999779701233,,
,0,781,,,0.7426400184631348,
0.342573344707489,1,799,,,,
0.41507378220558167,1,849,,,,
0.2300896942615509,1,899,,,,
0.5253142714500427,1,949,,,,
0.4065047800540924,1,999,,,,
0.4632651209831238,1,1049,,,,
0.3499699831008911,1,1099,,,,
0.39198312163352966,1,1149,,,,
0.48432034254074097,1,1199,,,,
0.5764867663383484,1,1249,,,,
0.2783116102218628,1,1299,,,,
0.5130153298377991,1,1349,,,,
0.5793431401252747,1,1399,,,,
0.47490188479423523,1,1449,,,,
0.37726694345474243,1,1499,,,,
0.3878656029701233,1,1549,,,,
,1,1563,0.45135924220085144,0.8291000127792358,,
,1,1563,,,0.843559980392456,
0.37766218185424805,2,1599,,,,
0.2685260474681854,2,1649,,,,
0.2819287180900574,2,1699,,,,
0.2794468402862549,2,1749,,,,
0.4985175132751465,2,1799,,,,
0.24709586799144745,2,1849,,,,
0.3299720585346222,2,1899,,,,
0.41638997197151184,2,1949,,,,
0.2977454960346222,2,1999,,,,
0.27779829502105713,2,2049,,,,
0.2593575417995453,2,2099,,,,
0.2875644266605377,2,2149,,,,
0.2913399040699005,2,2199,,,,
0.2613272964954376,2,2249,,,,
0.47751283645629883,2,2299,,,,
,2,2345,0.3807344138622284,0.8636999726295471,,
,2,2345,,,0.8613600134849548,
0.3380282521247864,3,2349,,,,
0.47628653049468994,3,2399,,,,
0.3066275715827942,3,2449,,,,
0.4737815260887146,3,2499,,,,
0.22802715003490448,3,2549,,,,
0.47594428062438965,3,2599,,,,
0.36122602224349976,3,2649,,,,
0.2936536371707916,3,2699,,,,
0.26547127962112427,3,2749,,,,
0.3642384111881256,3,2799,,,,
0.27974629402160645,3,2849,,,,
0.34555166959762573,3,2899,,,,
0.39816975593566895,3,2949,,,,
0.1754593551158905,3,2999,,,,
0.4143657982349396,3,3049,,,,
0.26115506887435913,3,3099,,,,
,3,3127,0.5241010189056396,0.8073999881744385,,
,3,3127,,,0.874239981174469,
0.30928951501846313,4,3149,,,,
0.3968508243560791,4,3199,,,,
0.5641911625862122,4,3249,,,,
0.28788459300994873,4,3299,,,,
0.30865952372550964,4,3349,,,,
0.3434777557849884,4,3399,,,,
0.31360045075416565,4,3449,,,,
0.19030186533927917,4,3499,,,,
0.2034551054239273,4,3549,,,,
0.2938790023326874,4,3599,,,,
0.36568304896354675,4,3649,,,,
0.3360097408294678,4,3699,,,,
0.27729272842407227,4,3749,,,,
0.41583824157714844,4,3799,,,,
0.31885847449302673,4,3849,,,,
0.23535270988941193,4,3899,,,,
,4,3909,0.3530033230781555,0.8722000122070312,,
,4,3909,,,0.8806399703025818,
0.4668932557106018,5,3949,,,,
0.15056848526000977,5,3999,,,,
0.3028000593185425,5,4049,,,,
0.1338435411453247,5,4099,,,,
0.6363993287086487,5,4149,,,,
0.24976108968257904,5,4199,,,,
0.3459959626197815,5,4249,,,,
0.19312351942062378,5,4299,,,,
0.25895988941192627,5,4349,,,,
0.21384847164154053,5,4399,,,,
0.22001947462558746,5,4449,,,,
0.2915060222148895,5,4499,,,,
0.3058202266693115,5,4549,,,,
0.2703423798084259,5,4599,,,,
0.28665733337402344,5,4649,,,,
,5,4691,0.36349937319755554,0.869700014591217,,
,5,4691,,,0.8866999745368958,
0.2855001986026764,6,4699,,,,
0.24806194007396698,6,4749,,,,
0.2599712014198303,6,4799,,,,
0.22151295840740204,6,4849,,,,
0.25932732224464417,6,4899,,,,
0.43512600660324097,6,4949,,,,
0.373866468667984,6,4999,,,,
0.2458392083644867,6,5049,,,,
0.1668073534965515,6,5099,,,,
0.3026120066642761,6,5149,,,,
0.2579873204231262,6,5199,,,,
0.14289778470993042,6,5249,,,,
0.3303402364253998,6,5299,,,,
0.3871555030345917,6,5349,,,,
0.2668631672859192,6,5399,,,,
0.18282443284988403,6,5449,,,,
,6,5473,0.37440329790115356,0.8590999841690063,,
,6,5473,,,0.8925399780273438,
0.34634917974472046,7,5499,,,,
0.18591496348381042,7,5549,,,,
0.2325708568096161,7,5599,,,,
0.22709068655967712,7,5649,,,,
0.3689238727092743,7,5699,,,,
0.3467729389667511,7,5749,,,,
0.2742684781551361,7,5799,,,,
0.17945833504199982,7,5849,,,,
0.4405168890953064,7,5899,,,,
0.2629586160182953,7,5949,,,,
0.33498284220695496,7,5999,,,,
0.37020474672317505,7,6049,,,,
0.2952030301094055,7,6099,,,,
0.22406522929668427,7,6149,,,,
0.2801983654499054,7,6199,,,,
0.47911328077316284,7,6249,,,,
,7,6255,0.31622299551963806,0.8848999738693237,,
,7,6255,,,0.9025200009346008,
0.38008251786231995,8,6299,,,,
0.33292222023010254,8,6349,,,,
0.11238373070955276,8,6399,,,,
0.4332032799720764,8,6449,,,,
0.23198500275611877,8,6499,,,,
0.3639798164367676,8,6549,,,,
0.2511882483959198,8,6599,,,,
0.21535806357860565,8,6649,,,,
